Year,Quarter,Month,Day,Category,Sum of Sales
2016,Qtr 4,November,12,Furniture,670.056
2016,Qtr 4,November,12,Office Supplies,357.144
2016,Qtr 4,November,12,Technology,100.792
2016,Qtr 4,November,13,Furniture,1097.8052
2016,Qtr 4,November,13,Office Supplies,560.372
2016,Qtr 4,November,13,Technology,1209.736
2016,Qtr 4,November,14,Furniture,1190.332
2016,Qtr 4,November,14,Office Supplies,925.75
2016,Qtr 4,November,14,Technology,396.628
2016,Qtr 4,November,15,Furniture,39.96
2016,Qtr 4,November,15,Office Supplies,662.21
2016,Qtr 4,November,16,Furniture,1784.164
2016,Qtr 4,November,16,Office Supplies,743.458
2016,Qtr 4,November,16,Technology,1544.712
2016,Qtr 4,November,17,Furniture,1667.028
2016,Qtr 4,November,17,Office Supplies,1802.99
2016,Qtr 4,November,17,Technology,415.968
2016,Qtr 4,November,19,Furniture,141.96
2016,Qtr 4,November,19,Office Supplies,37.064
2016,Qtr 4,November,19,Technology,861.76
2016,Qtr 4,November,20,Furniture,1656.7
2016,Qtr 4,November,20,Office Supplies,637.738
2016,Qtr 4,November,20,Technology,566.712
2016,Qtr 4,November,21,Furniture,2055.7748
2016,Qtr 4,November,21,Office Supplies,506.054
2016,Qtr 4,November,21,Technology,1051.746
2016,Qtr 4,November,22,Furniture,206.962
2016,Qtr 4,November,22,Office Supplies,347.384
2016,Qtr 4,November,22,Technology,60.153
2016,Qtr 4,November,23,Office Supplies,3142.208
2016,Qtr 4,November,23,Technology,307.98
2016,Qtr 4,November,24,Furniture,79.76
2016,Qtr 4,November,24,Office Supplies,1125.024
2016,Qtr 4,November,24,Technology,13.98
2016,Qtr 4,November,25,Office Supplies,13.12
2016,Qtr 4,November,26,Furniture,692.472
2016,Qtr 4,November,26,Office Supplies,191.62
2016,Qtr 4,November,26,Technology,599.99
2016,Qtr 4,November,27,Furniture,1315.3955
2016,Qtr 4,November,27,Office Supplies,404.77
2016,Qtr 4,November,27,Technology,1389.618
2016,Qtr 4,November,28,Furniture,625.962
2016,Qtr 4,November,28,Office Supplies,590.616
2016,Qtr 4,November,28,Technology,647.904
2016,Qtr 4,November,29,Furniture,1408.87
2016,Qtr 4,November,29,Office Supplies,1329.818
2016,Qtr 4,November,29,Technology,21.48
2016,Qtr 4,November,30,Furniture,1115.2
2016,Qtr 4,November,30,Office Supplies,410.797
2016,Qtr 4,November,30,Technology,272.4
2016,Qtr 4,December,1,Furniture,6600.68
2016,Qtr 4,December,1,Office Supplies,529.914
2016,Qtr 4,December,3,Furniture,440.411
2016,Qtr 4,December,3,Office Supplies,907.526
2016,Qtr 4,December,3,Technology,624.708
2016,Qtr 4,December,4,Furniture,1200.268
2016,Qtr 4,December,4,Office Supplies,2035.484
2016,Qtr 4,December,4,Technology,1950.062
2016,Qtr 4,December,5,Furniture,306.53
2016,Qtr 4,December,5,Office Supplies,503.808
2016,Qtr 4,December,5,Technology,86.984
2016,Qtr 4,December,6,Furniture,390.718
2016,Qtr 4,December,6,Office Supplies,2171.83
2016,Qtr 4,December,6,Technology,3498.954
2016,Qtr 4,December,7,Furniture,363.84
2016,Qtr 4,December,7,Office Supplies,200.518
2016,Qtr 4,December,7,Technology,773.94
2016,Qtr 4,December,8,Office Supplies,598.368
2016,Qtr 4,December,8,Technology,2074.36
2016,Qtr 4,December,9,Office Supplies,34.02
2016,Qtr 4,December,10,Furniture,1536.86
2016,Qtr 4,December,10,Office Supplies,481.118
2016,Qtr 4,December,10,Technology,1062.402
2016,Qtr 4,December,11,Furniture,541.862
2016,Qtr 4,December,11,Office Supplies,529.748
2016,Qtr 4,December,11,Technology,519.284
2016,Qtr 4,December,12,Furniture,515.428
2016,Qtr 4,December,12,Office Supplies,611.118
2016,Qtr 4,December,12,Technology,322.308
2016,Qtr 4,December,13,Office Supplies,243.92
2016,Qtr 4,December,13,Technology,779.466
2016,Qtr 4,December,14,Furniture,50.62
2016,Qtr 4,December,14,Office Supplies,68.156
2016,Qtr 4,December,14,Technology,369.968
2016,Qtr 4,December,15,Furniture,262.864
2016,Qtr 4,December,15,Office Supplies,158.512
2016,Qtr 4,December,15,Technology,5073.42
2016,Qtr 4,December,16,Office Supplies,4.98
2016,Qtr 4,December,17,Furniture,1245.642
2016,Qtr 4,December,17,Office Supplies,536.866
2016,Qtr 4,December,17,Technology,135.984
2016,Qtr 4,December,18,Furniture,20.32
2016,Qtr 4,December,18,Office Supplies,748.728
2016,Qtr 4,December,18,Technology,166.24
2016,Qtr 4,December,19,Furniture,1053.164
2016,Qtr 4,December,19,Office Supplies,691.908
2016,Qtr 4,December,19,Technology,4375.584
2016,Qtr 4,December,20,Furniture,373.426
2016,Qtr 4,December,20,Office Supplies,217.286
2016,Qtr 4,December,20,Technology,516.752
2016,Qtr 4,December,21,Furniture,1670.126
2016,Qtr 4,December,21,Office Supplies,151.208
2016,Qtr 4,December,21,Technology,1436.426
2016,Qtr 4,December,22,Furniture,422.625
2016,Qtr 4,December,22,Office Supplies,50.688
2016,Qtr 4,December,23,Office Supplies,194.32
2016,Qtr 4,December,24,Furniture,1563.994
2016,Qtr 4,December,24,Office Supplies,428.67
2016,Qtr 4,December,24,Technology,5491.902
2016,Qtr 4,December,25,Furniture,1433.564
2016,Qtr 4,December,25,Office Supplies,653.564
2016,Qtr 4,December,25,Technology,2117.84
2016,Qtr 4,December,26,Furniture,326.646
2016,Qtr 4,December,26,Office Supplies,234.84
2016,Qtr 4,December,27,Furniture,2477.9032
2016,Qtr 4,December,27,Office Supplies,1305.924
2016,Qtr 4,December,27,Technology,1364.62
2016,Qtr 4,December,28,Office Supplies,24.816
2016,Qtr 4,December,28,Technology,54.384
2016,Qtr 4,December,30,Office Supplies,414.9
2016,Qtr 4,December,30,Technology,2836.44
2016,Qtr 4,December,31,Furniture,14.76
2016,Qtr 4,December,31,Office Supplies,1366.584
2017,Qtr 1,January,2,Furniture,173.94
2017,Qtr 1,January,2,Technology,231.98
2017,Qtr 1,January,3,Furniture,1592.85
2017,Qtr 1,January,3,Office Supplies,126.34
2017,Qtr 1,January,3,Technology,376.64
2017,Qtr 1,January,4,Office Supplies,109.252
2017,Qtr 1,January,4,Technology,959.968
2017,Qtr 1,January,5,Office Supplies,5.248
2017,Qtr 1,January,5,Technology,250.656
2017,Qtr 1,January,7,Furniture,23.076
2017,Qtr 1,January,7,Office Supplies,60.5
2017,Qtr 1,January,8,Furniture,1565.88
2017,Qtr 1,January,8,Office Supplies,184.494
2017,Qtr 1,January,8,Technology,108.784
2017,Qtr 1,January,9,Furniture,15.168
2017,Qtr 1,January,9,Technology,727.878
2017,Qtr 1,January,10,Furniture,104.77
2017,Qtr 1,January,10,Technology,69.98
2017,Qtr 1,January,11,Furniture,54.992
2017,Qtr 1,January,11,Office Supplies,78.864
2017,Qtr 1,January,11,Technology,15.588
2017,Qtr 1,January,14,Furniture,315.776
2017,Qtr 1,January,14,Office Supplies,89.568
2017,Qtr 1,January,15,Furniture,181.797
2017,Qtr 1,January,15,Office Supplies,265.156
2017,Qtr 1,January,15,Technology,254.97
2017,Qtr 1,January,16,Office Supplies,11.648
2017,Qtr 1,January,16,Technology,90.57
2017,Qtr 1,January,17,Furniture,322.59
2017,Qtr 1,January,17,Technology,717.96
2017,Qtr 1,January,21,Furniture,1167.056
2017,Qtr 1,January,22,Furniture,575.308
2017,Qtr 1,January,22,Office Supplies,176.77
2017,Qtr 1,January,22,Technology,165.552
2017,Qtr 1,January,23,Furniture,59.99
2017,Qtr 1,January,23,Office Supplies,1572.33
2017,Qtr 1,January,23,Technology,99.98
2017,Qtr 1,January,24,Office Supplies,31.36
2017,Qtr 1,January,25,Furniture,359.702
2017,Qtr 1,January,25,Office Supplies,499.01
2017,Qtr 1,January,28,Office Supplies,39.68
2017,Qtr 1,January,30,Furniture,1109.848
2017,Qtr 1,January,30,Office Supplies,557.5
2017,Qtr 1,January,30,Technology,1439.968
2017,Qtr 1,January,31,Office Supplies,1491.962
2017,Qtr 1,January,31,Technology,109.592
2017,Qtr 1,February,1,Office Supplies,161.97
2017,Qtr 1,February,2,Furniture,92.474
2017,Qtr 1,February,2,Office Supplies,154.36
2017,Qtr 1,February,2,Technology,8749.95
2017,Qtr 1,February,3,Furniture,866.4
2017,Qtr 1,February,4,Furniture,14.368
2017,Qtr 1,February,4,Office Supplies,93.02
2017,Qtr 1,February,4,Technology,90.48
2017,Qtr 1,February,5,Furniture,816.548
2017,Qtr 1,February,5,Office Supplies,1428.28
2017,Qtr 1,February,5,Technology,749.648
2017,Qtr 1,February,6,Furniture,132.224
2017,Qtr 1,February,7,Office Supplies,38.182
2017,Qtr 1,February,7,Technology,723.96
2017,Qtr 1,February,8,Furniture,241.5
2017,Qtr 1,February,8,Technology,1127.976
2017,Qtr 1,February,9,Technology,121.83
2017,Qtr 1,February,11,Technology,69.93
2017,Qtr 1,February,12,Office Supplies,1366.04
2017,Qtr 1,February,13,Office Supplies,146.82
2017,Qtr 1,February,14,Furniture,560.991
2017,Qtr 1,February,14,Office Supplies,276.93
2017,Qtr 1,February,15,Office Supplies,407.072
2017,Qtr 1,February,16,Furniture,935.644
2017,Qtr 1,February,16,Office Supplies,110.024
2017,Qtr 1,February,16,Technology,89.97
2017,Qtr 1,February,19,Furniture,44.46
2017,Qtr 1,February,19,Office Supplies,348.2
2017,Qtr 1,February,20,Office Supplies,16.496
2017,Qtr 1,February,21,Furniture,204.75
2017,Qtr 1,February,21,Office Supplies,1266.406
2017,Qtr 1,February,21,Technology,52.97
2017,Qtr 1,February,22,Office Supplies,500.97
2017,Qtr 1,February,22,Technology,482.2
2017,Qtr 1,February,23,Office Supplies,57.576
2017,Qtr 1,February,25,Office Supplies,46.72
2017,Qtr 1,February,27,Furniture,16.192
2017,Qtr 1,February,27,Office Supplies,227.7
2017,Qtr 1,February,28,Office Supplies,147.584
2017,Qtr 1,March,1,Furniture,836.592
2017,Qtr 1,March,1,Office Supplies,389.3
2017,Qtr 1,March,1,Technology,5059.914
2017,Qtr 1,March,3,Furniture,1236.606
2017,Qtr 1,March,3,Office Supplies,4651.41
2017,Qtr 1,March,3,Technology,1376.406
2017,Qtr 1,March,4,Office Supplies,155.47
2017,Qtr 1,March,4,Technology,159.98
2017,Qtr 1,March,5,Office Supplies,162.344
2017,Qtr 1,March,6,Furniture,305.02
2017,Qtr 1,March,6,Office Supplies,6.105
2017,Qtr 1,March,6,Technology,500.178
2017,Qtr 1,March,7,Technology,21.072
2017,Qtr 1,March,8,Furniture,215.96
2017,Qtr 1,March,8,Office Supplies,474.354
2017,Qtr 1,March,8,Technology,1500.496
2017,Qtr 1,March,9,Furniture,354.9
2017,Qtr 1,March,9,Office Supplies,80.95
2017,Qtr 1,March,9,Technology,199.75
2017,Qtr 1,March,10,Furniture,176.784
2017,Qtr 1,March,10,Office Supplies,119.596
2017,Qtr 1,March,10,Technology,7583.354
2017,Qtr 1,March,11,Furniture,351.262
2017,Qtr 1,March,11,Office Supplies,498.78
2017,Qtr 1,March,11,Technology,45.98
2017,Qtr 1,March,12,Furniture,770.352
2017,Qtr 1,March,12,Office Supplies,924.29
2017,Qtr 1,March,13,Furniture,1100.425
2017,Qtr 1,March,13,Office Supplies,6194.303
2017,Qtr 1,March,13,Technology,1572.154
2017,Qtr 1,March,14,Furniture,476.736
2017,Qtr 1,March,14,Office Supplies,192.632
2017,Qtr 1,March,15,Furniture,1352.032
2017,Qtr 1,March,15,Office Supplies,369.984
2017,Qtr 1,March,15,Technology,83.976
2017,Qtr 1,March,17,Furniture,971.5
2017,Qtr 1,March,17,Office Supplies,1174.07
2017,Qtr 1,March,17,Technology,214.764
2017,Qtr 1,March,18,Furniture,189.882
2017,Qtr 1,March,18,Office Supplies,871.8
2017,Qtr 1,March,19,Furniture,107.594
2017,Qtr 1,March,19,Office Supplies,31.086
2017,Qtr 1,March,20,Furniture,783.61
2017,Qtr 1,March,20,Office Supplies,47.925
2017,Qtr 1,March,20,Technology,96.776
2017,Qtr 1,March,21,Furniture,627.802
2017,Qtr 1,March,21,Office Supplies,17.904
2017,Qtr 1,March,22,Furniture,167.888
2017,Qtr 1,March,22,Technology,58.58
2017,Qtr 1,March,24,Furniture,301.47
2017,Qtr 1,March,24,Office Supplies,41.136
2017,Qtr 1,March,24,Technology,403.168
2017,Qtr 1,March,25,Office Supplies,59.52
2017,Qtr 1,March,25,Technology,1287.45
2017,Qtr 1,March,26,Office Supplies,562.27
2017,Qtr 1,March,26,Technology,119.976
2017,Qtr 1,March,27,Furniture,60.16
2017,Qtr 1,March,27,Office Supplies,32.54
2017,Qtr 1,March,28,Office Supplies,125.3
2017,Qtr 1,March,29,Furniture,1558.091
2017,Qtr 1,March,29,Office Supplies,130.136
2017,Qtr 1,March,29,Technology,971.112
2017,Qtr 1,March,30,Office Supplies,11.34
2017,Qtr 1,March,31,Furniture,327.996
2017,Qtr 1,March,31,Technology,312.766
2017,Qtr 2,April,1,Furniture,1324.532
2017,Qtr 2,April,1,Office Supplies,788.838
2017,Qtr 2,April,1,Technology,48.11
2017,Qtr 2,April,2,Furniture,1454.9
2017,Qtr 2,April,3,Furniture,71.12
2017,Qtr 2,April,3,Office Supplies,110.118
2017,Qtr 2,April,3,Technology,259.96
2017,Qtr 2,April,4,Furniture,82.64
2017,Qtr 2,April,4,Office Supplies,647.614
2017,Qtr 2,April,4,Technology,239.94
2017,Qtr 2,April,5,Office Supplies,927.552
2017,Qtr 2,April,5,Technology,118.782
2017,Qtr 2,April,6,Technology,1294.75
2017,Qtr 2,April,7,Furniture,658.746
2017,Qtr 2,April,7,Office Supplies,41.58
2017,Qtr 2,April,7,Technology,1199.976
2017,Qtr 2,April,8,Furniture,1024.208
2017,Qtr 2,April,8,Office Supplies,1450.268
2017,Qtr 2,April,8,Technology,431.928
2017,Qtr 2,April,9,Furniture,556.665
2017,Qtr 2,April,9,Office Supplies,40.632
2017,Qtr 2,April,9,Technology,517.9
2017,Qtr 2,April,10,Office Supplies,950.594
2017,Qtr 2,April,12,Furniture,1176.56
2017,Qtr 2,April,12,Office Supplies,365.97
2017,Qtr 2,April,13,Office Supplies,6.12
2017,Qtr 2,April,14,Furniture,1317.336
2017,Qtr 2,April,14,Office Supplies,149.236
2017,Qtr 2,April,15,Furniture,1121.568
2017,Qtr 2,April,15,Office Supplies,379.584
2017,Qtr 2,April,15,Technology,700.704
2017,Qtr 2,April,16,Furniture,9.96
2017,Qtr 2,April,16,Office Supplies,190.028
2017,Qtr 2,April,16,Technology,9135.098
2017,Qtr 2,April,17,Furniture,355.243
2017,Qtr 2,April,17,Office Supplies,29.05
2017,Qtr 2,April,17,Technology,36.792
2017,Qtr 2,April,18,Furniture,472.252
2017,Qtr 2,April,18,Office Supplies,2012.726
2017,Qtr 2,April,18,Technology,29.56
2017,Qtr 2,April,19,Furniture,205.176
2017,Qtr 2,April,19,Office Supplies,1143.016
2017,Qtr 2,April,19,Technology,65.94
2017,Qtr 2,April,21,Office Supplies,271.616
2017,Qtr 2,April,22,Furniture,1414.37
2017,Qtr 2,April,22,Office Supplies,351.095
2017,Qtr 2,April,23,Office Supplies,620.378
2017,Qtr 2,April,23,Technology,99.99
2017,Qtr 2,April,24,Furniture,1325.76
2017,Qtr 2,April,24,Office Supplies,22.644
2017,Qtr 2,April,24,Technology,258.696
2017,Qtr 2,April,25,Office Supplies,25.62
2017,Qtr 2,April,25,Technology,82.8
2017,Qtr 2,April,26,Furniture,434.646
2017,Qtr 2,April,28,Furniture,71.912
2017,Qtr 2,April,28,Office Supplies,45.184
2017,Qtr 2,April,28,Technology,369.576
2017,Qtr 2,April,30,Furniture,134.496
2017,Qtr 2,April,30,Office Supplies,7.712
2017,Qtr 2,May,1,Furniture,370.62
2017,Qtr 2,May,1,Office Supplies,147.246
2017,Qtr 2,May,2,Furniture,553.8
2017,Qtr 2,May,2,Office Supplies,213.516
2017,Qtr 2,May,3,Furniture,51.968
2017,Qtr 2,May,3,Office Supplies,257.612
2017,Qtr 2,May,3,Technology,789.433
2017,Qtr 2,May,5,Furniture,2072.464
2017,Qtr 2,May,5,Office Supplies,205.168
2017,Qtr 2,May,5,Technology,423.648
2017,Qtr 2,May,6,Furniture,96.312
2017,Qtr 2,May,6,Office Supplies,114.472
2017,Qtr 2,May,6,Technology,26.176
2017,Qtr 2,May,7,Furniture,506.444
2017,Qtr 2,May,7,Office Supplies,129.632
2017,Qtr 2,May,7,Technology,4199.9
2017,Qtr 2,May,8,Furniture,211.96
2017,Qtr 2,May,8,Office Supplies,1070.172
2017,Qtr 2,May,8,Technology,58.112
2017,Qtr 2,May,9,Office Supplies,1170.396
2017,Qtr 2,May,9,Technology,113.116
2017,Qtr 2,May,10,Office Supplies,19.032
2017,Qtr 2,May,10,Technology,743.988
2017,Qtr 2,May,11,Office Supplies,5.98
2017,Qtr 2,May,12,Furniture,10.02
2017,Qtr 2,May,12,Office Supplies,156.898
2017,Qtr 2,May,12,Technology,751.96
2017,Qtr 2,May,14,Furniture,109.576
2017,Qtr 2,May,14,Office Supplies,117.226
2017,Qtr 2,May,14,Technology,229.128
2017,Qtr 2,May,15,Office Supplies,648.912
2017,Qtr 2,May,16,Furniture,282.84
2017,Qtr 2,May,16,Office Supplies,597.62
2017,Qtr 2,May,17,Furniture,195.848
2017,Qtr 2,May,17,Office Supplies,151.074
2017,Qtr 2,May,18,Office Supplies,122.22
2017,Qtr 2,May,19,Furniture,717.64
2017,Qtr 2,May,19,Office Supplies,864.368
2017,Qtr 2,May,20,Furniture,1049.2
2017,Qtr 2,May,20,Office Supplies,58.753
2017,Qtr 2,May,20,Technology,1363.96
2017,Qtr 2,May,21,Office Supplies,200.378
2017,Qtr 2,May,21,Technology,2517.836
2017,Qtr 2,May,22,Furniture,174.286
2017,Qtr 2,May,22,Office Supplies,704.45
2017,Qtr 2,May,22,Technology,920.464
2017,Qtr 2,May,23,Furniture,37.05
2017,Qtr 2,May,23,Office Supplies,21.642
2017,Qtr 2,May,23,Technology,10502.286
2017,Qtr 2,May,24,Office Supplies,277.756
2017,Qtr 2,May,25,Furniture,24.96
2017,Qtr 2,May,25,Office Supplies,1287.01
2017,Qtr 2,May,26,Furniture,941.444
2017,Qtr 2,May,26,Office Supplies,338.856
2017,Qtr 2,May,26,Technology,695.056
2017,Qtr 2,May,27,Furniture,3535.66
2017,Qtr 2,May,27,Office Supplies,1769.418
2017,Qtr 2,May,28,Furniture,390.272
2017,Qtr 2,May,28,Office Supplies,770.652
2017,Qtr 2,May,28,Technology,976.4
2017,Qtr 2,May,29,Furniture,44.76
2017,Qtr 2,May,29,Office Supplies,38.475
2017,Qtr 2,May,29,Technology,979.95
2017,Qtr 2,May,30,Furniture,3292.308
2017,Qtr 2,May,30,Office Supplies,1436.692
2017,Qtr 2,May,30,Technology,3361.578
2017,Qtr 2,May,31,Furniture,223.143
2017,Qtr 2,May,31,Office Supplies,36.016
2017,Qtr 2,May,31,Technology,179.7
2017,Qtr 2,June,2,Office Supplies,157.844
2017,Qtr 2,June,4,Furniture,810.541
2017,Qtr 2,June,4,Office Supplies,124.148
2017,Qtr 2,June,4,Technology,1381.834
2017,Qtr 2,June,5,Office Supplies,659.82
2017,Qtr 2,June,6,Office Supplies,1090.48
2017,Qtr 2,June,6,Technology,4386.872
2017,Qtr 2,June,7,Office Supplies,51.562
2017,Qtr 2,June,9,Furniture,815.292
2017,Qtr 2,June,9,Technology,873.18
2017,Qtr 2,June,10,Furniture,1335.68
2017,Qtr 2,June,10,Office Supplies,76.716
2017,Qtr 2,June,11,Furniture,915.256
2017,Qtr 2,June,11,Office Supplies,78.22
2017,Qtr 2,June,11,Technology,629.94
2017,Qtr 2,June,12,Furniture,433.396
2017,Qtr 2,June,12,Office Supplies,1453.148
2017,Qtr 2,June,12,Technology,1076.019
2017,Qtr 2,June,13,Office Supplies,52.468
2017,Qtr 2,June,13,Technology,377.97
2017,Qtr 2,June,14,Furniture,3353.729
2017,Qtr 2,June,14,Office Supplies,55.616
2017,Qtr 2,June,14,Technology,47.754
2017,Qtr 2,June,15,Office Supplies,173.488
2017,Qtr 2,June,16,Office Supplies,55.8
2017,Qtr 2,June,16,Technology,91.475
2017,Qtr 2,June,17,Furniture,1685.43
2017,Qtr 2,June,17,Office Supplies,718.52
2017,Qtr 2,June,17,Technology,596.97
2017,Qtr 2,June,18,Office Supplies,541.938
2017,Qtr 2,June,19,Office Supplies,17.12
2017,Qtr 2,June,20,Furniture,219.258
2017,Qtr 2,June,20,Office Supplies,840.622
2017,Qtr 2,June,20,Technology,169.668
2017,Qtr 2,June,21,Furniture,353.568
2017,Qtr 2,June,21,Office Supplies,223.54
2017,Qtr 2,June,23,Office Supplies,1612.75
2017,Qtr 2,June,23,Technology,862.344
2017,Qtr 2,June,24,Office Supplies,355.002
2017,Qtr 2,June,24,Technology,4955.95
2017,Qtr 2,June,25,Furniture,540.016
2017,Qtr 2,June,25,Office Supplies,353.25
2017,Qtr 2,June,26,Furniture,59.88
2017,Qtr 2,June,26,Office Supplies,1549.224
2017,Qtr 2,June,26,Technology,310.496
2017,Qtr 2,June,27,Furniture,539.658
2017,Qtr 2,June,27,Office Supplies,37.464
2017,Qtr 2,June,27,Technology,201.584
2017,Qtr 2,June,28,Furniture,121.96
2017,Qtr 2,June,28,Office Supplies,395.22
2017,Qtr 2,June,28,Technology,359.976
2017,Qtr 2,June,29,Office Supplies,191.88
2017,Qtr 2,June,30,Furniture,1266.86
2017,Qtr 2,June,30,Office Supplies,35.97
2017,Qtr 2,June,30,Technology,50.12
2017,Qtr 3,July,1,Office Supplies,193.586
2017,Qtr 3,July,1,Technology,1530.79
2017,Qtr 3,July,2,Furniture,723.614
2017,Qtr 3,July,2,Office Supplies,49.172
2017,Qtr 3,July,3,Office Supplies,847.7
2017,Qtr 3,July,4,Furniture,1329.965
2017,Qtr 3,July,4,Office Supplies,71.88
2017,Qtr 3,July,4,Technology,249.456
2017,Qtr 3,July,7,Furniture,817.278
2017,Qtr 3,July,7,Office Supplies,204.999
2017,Qtr 3,July,7,Technology,2859.954
2017,Qtr 3,July,8,Furniture,662.88
2017,Qtr 3,July,8,Office Supplies,158.048
2017,Qtr 3,July,8,Technology,1795.584
2017,Qtr 3,July,9,Furniture,573.286
2017,Qtr 3,July,10,Office Supplies,553.904
2017,Qtr 3,July,10,Technology,341.991
2017,Qtr 3,July,12,Technology,95.76
2017,Qtr 3,July,14,Furniture,661.686
2017,Qtr 3,July,14,Office Supplies,548.09
2017,Qtr 3,July,14,Technology,940.184
2017,Qtr 3,July,15,Furniture,230.28
2017,Qtr 3,July,15,Office Supplies,149.92
2017,Qtr 3,July,16,Furniture,9.552
2017,Qtr 3,July,16,Office Supplies,186.28
2017,Qtr 3,July,16,Technology,714.338
2017,Qtr 3,July,17,Furniture,37.17
2017,Qtr 3,July,17,Office Supplies,1101.526
2017,Qtr 3,July,17,Technology,1046.184
2017,Qtr 3,July,18,Furniture,1539.17
2017,Qtr 3,July,18,Office Supplies,1281.12
2017,Qtr 3,July,18,Technology,71.568
2017,Qtr 3,July,19,Furniture,690.48
2017,Qtr 3,July,19,Office Supplies,420.02
2017,Qtr 3,July,19,Technology,425.954
2017,Qtr 3,July,20,Technology,89.95
2017,Qtr 3,July,21,Furniture,363.92
2017,Qtr 3,July,21,Office Supplies,627.175
2017,Qtr 3,July,22,Furniture,39.068
2017,Qtr 3,July,22,Office Supplies,1219.03
2017,Qtr 3,July,22,Technology,109.95
2017,Qtr 3,July,23,Office Supplies,273.976
2017,Qtr 3,July,23,Technology,380.611
2017,Qtr 3,July,24,Furniture,253.764
2017,Qtr 3,July,24,Office Supplies,73.2
2017,Qtr 3,July,25,Furniture,2996.708
2017,Qtr 3,July,25,Office Supplies,542.624
2017,Qtr 3,July,25,Technology,1439.976
2017,Qtr 3,July,28,Furniture,504.87
2017,Qtr 3,July,28,Office Supplies,1528.504
2017,Qtr 3,July,29,Office Supplies,819.154
2017,Qtr 3,July,30,Office Supplies,1770.776
2017,Qtr 3,July,31,Furniture,1136.068
2017,Qtr 3,July,31,Office Supplies,283.14
2017,Qtr 3,July,31,Technology,754.95
2017,Qtr 3,August,1,Furniture,19.312
2017,Qtr 3,August,1,Office Supplies,65.608
2017,Qtr 3,August,1,Technology,1039.728
2017,Qtr 3,August,2,Furniture,136.464
2017,Qtr 3,August,2,Office Supplies,12.544
2017,Qtr 3,August,2,Technology,333.576
2017,Qtr 3,August,3,Office Supplies,81.54
2017,Qtr 3,August,3,Technology,167.28
2017,Qtr 3,August,4,Furniture,109.8
2017,Qtr 3,August,4,Office Supplies,85.726
2017,Qtr 3,August,4,Technology,302.384
2017,Qtr 3,August,5,Office Supplies,197.05
2017,Qtr 3,August,6,Office Supplies,109.22
2017,Qtr 3,August,6,Technology,211.168
2017,Qtr 3,August,7,Technology,179.97
2017,Qtr 3,August,8,Furniture,513.024
2017,Qtr 3,August,8,Office Supplies,602.18
2017,Qtr 3,August,9,Office Supplies,616.57
2017,Qtr 3,August,9,Technology,44.784
2017,Qtr 3,August,11,Office Supplies,151.82
2017,Qtr 3,August,12,Furniture,917.2045
2017,Qtr 3,August,12,Office Supplies,1634.812
2017,Qtr 3,August,12,Technology,1399.944
2017,Qtr 3,August,13,Furniture,241.96
2017,Qtr 3,August,13,Office Supplies,417.584
2017,Qtr 3,August,13,Technology,71.98
2017,Qtr 3,August,14,Office Supplies,31.092
2017,Qtr 3,August,14,Technology,892.596
2017,Qtr 3,August,15,Furniture,537.326
2017,Qtr 3,August,15,Office Supplies,199.82
2017,Qtr 3,August,15,Technology,943.12
2017,Qtr 3,August,16,Furniture,161.28
2017,Qtr 3,August,16,Office Supplies,43.26
2017,Qtr 3,August,17,Office Supplies,15.712
2017,Qtr 3,August,18,Furniture,14.896
2017,Qtr 3,August,18,Office Supplies,441.228
2017,Qtr 3,August,18,Technology,39.99
2017,Qtr 3,August,19,Office Supplies,448.792
2017,Qtr 3,August,20,Technology,14.78
2017,Qtr 3,August,21,Furniture,3702.348
2017,Qtr 3,August,21,Office Supplies,143.856
2017,Qtr 3,August,21,Technology,378.914
2017,Qtr 3,August,22,Furniture,98.328
2017,Qtr 3,August,22,Office Supplies,307.022
2017,Qtr 3,August,23,Furniture,555.312
2017,Qtr 3,August,23,Office Supplies,2126.056
2017,Qtr 3,August,23,Technology,1505.98
2017,Qtr 3,August,26,Furniture,3262.232
2017,Qtr 3,August,26,Office Supplies,383.238
2017,Qtr 3,August,26,Technology,1228.828
2017,Qtr 3,August,27,Furniture,244.615
2017,Qtr 3,August,27,Office Supplies,463.326
2017,Qtr 3,August,27,Technology,59.97
2017,Qtr 3,August,28,Furniture,156.3728
2017,Qtr 3,August,28,Office Supplies,57.076
2017,Qtr 3,August,28,Technology,108.576
2017,Qtr 3,August,29,Furniture,405.8
2017,Qtr 3,August,29,Office Supplies,108.412
2017,Qtr 3,August,29,Technology,117.976
2017,Qtr 3,August,30,Furniture,833.784
2017,Qtr 3,August,30,Office Supplies,192.228
2017,Qtr 3,August,30,Technology,630.858
2017,Qtr 3,August,31,Office Supplies,23.968
2017,Qtr 3,September,1,Furniture,191.82
2017,Qtr 3,September,1,Office Supplies,4993.394
2017,Qtr 3,September,1,Technology,580.938
2017,Qtr 3,September,2,Furniture,1476.154
2017,Qtr 3,September,2,Office Supplies,689.751
2017,Qtr 3,September,2,Technology,4626.288
2017,Qtr 3,September,3,Furniture,642.396
2017,Qtr 3,September,3,Office Supplies,1442.418
2017,Qtr 3,September,3,Technology,280.782
2017,Qtr 3,September,4,Furniture,106.54
2017,Qtr 3,September,4,Office Supplies,1321.322
2017,Qtr 3,September,4,Technology,279.95
2017,Qtr 3,September,5,Furniture,3461.917
2017,Qtr 3,September,5,Office Supplies,1217.647
